210,695,486,18,14,6,20,3.0,1.0000000000000004,0.021250954916904798,10604.0
210,706,497,18,14,5,20,2.0,0.3599999999999998,0.00853947862012708,4726.0
210,696,487,17,13,5,21,2.0,0.18367346938775514,0.011847524325252927,7447.0
210,720,511,17,14,6,19,1.0,0.27777777777777785,0.0053006579782748945,4571.0
210,680,471,18,13,5,19,2.0,0.4799999999999998,0.00951632830425623,3290.0
210,715,506,17,13,5,21,2.0,0.3599999999999998,0.010906001064135503,11864.0
210,748,539,18,14,6,20,2.0,1.222222222222223,0.040959480987264735,14409.0
210,739,530,19,13,5,19,3.0,0.24999999999999994,0.0065376151277172605,4978.0
210,738,529,18,14,5,19,2.0,0.2222222222222223,0.010760408354920776,2901.0
210,723,514,18,13,6,20,3.0,0.33333333333333337,0.008140160176912468,8714.0
220,577,358,16,14,6,17,2.0,3.0,0.06809989273046427,1701.0
220,573,354,16,12,6,18,1.0,0.24999999999999997,0.07041751218686278,1876.0
220,566,347,17,13,5,18,2.0,1.1111111111111116,0.020790136960296374,3470.0
220,568,349,17,12,6,17,2.0,0.3333333333333334,0.00873407854967612,2033.0
220,560,341,16,13,6,17,2.0,0.625,0.04565395790579821,1062.0
220,558,339,17,13,6,18,1.0,1.0000000000000004,0.04023778224864986,3344.0
220,543,324,16,12,6,18,2.0,0.3333333333333333,0.013481059227413007,2855.0
220,544,325,17,13,6,19,2.0,0.625,0.05332630835174773,4268.0
220,556,337,17,13,6,18,2.0,0.5599999999999998,0.012875445515428416,2173.0
220,556,337,16,13,6,18,2.0,0.27777777777777785,0.013601530561613395,3026.0
230,2403,2174,21,14,5,23,2.0,0.011342155009451781,0.0002703460692186658,60787.0
230,2397,2168,22,14,5,23,2.0,0.020000000000000035,0.0003556222678198475,24363.0
230,2473,2244,17,13,5,22,2.0,0.01097393689986284,0.00035272946403091155,14528.0
230,2428,2199,21,14,5,24,2.0,0.022222222222222227,0.0003915915824391279,61460.0
230,2355,2126,21,14,5,24,2.0,0.01239669421487601,0.0003464247987176914,147391.0
230,2311,2082,23,14,5,23,2.0,0.031141868512110763,0.0005350907861537968,45653.0
230,2346,2117,22,14,6,24,2.0,0.013232514177693744,0.00041819925227655225,125240.0
230,2426,2197,22,14,5,23,2.0,0.010416666666666668,0.0004079233883079801,29316.0
230,2437,2208,23,14,5,23,2.0,0.020000000000000035,0.0004581533618869028,50569.0
230,2373,2144,18,15,6,23,3.0,0.09000000000000005,0.0004038881471677657,30199.0
240,2362,2123,18,14,5,23,2.0,0.024930747922437674,0.0002242471429944152,79389.0
240,2389,2150,21,14,5,23,2.0,0.02469135802469138,0.0001827166773761188,38592.0
240,2353,2114,21,15,5,23,2.0,0.03555555555555554,0.0007024463081782921,21234.0
240,2338,2099,22,14,5,23,2.0,0.020761245674740494,0.001146208949540566,81735.0
240,2354,2115,21,15,5,22,2.0,0.03555555555555554,0.0003159869739238454,49495.0
240,2410,2171,22,14,5,23,2.0,0.014462809917355346,0.0004681722493837181,14969.0
240,2261,2022,17,14,5,24,1.0,0.024221453287197242,0.005563798087744591,340062.0
240,2381,2142,22,14,5,23,2.0,0.04591836734693873,0.0009545818298478895,36057.0

240,2378,2139,21,14,5,23,2.0,0.019390581717451536,0.0005012130397062079,27578.0
250,1546,1297,20,14,5,22,2.0,0.12345679012345691,0.0015142248012961254,21610.0
250,1582,1333,20,14,5,22,2.0,0.09000000000000011,0.0013859114145141054,71701.0
250,1568,1319,21,13,5,23,2.0,0.031111111111111096,0.001000163101115003,15759.0
250,1567,1318,19,14,5,21,2.0,0.06944444444444442,0.002531957885932009,6418.0
250,1597,1348,16,13,5,22,2.0,0.03555555555555554,0.0017183713809521672,11586.0
250,1558,1309,17,14,5,22,2.0,0.05555555555555555,0.0028453998631292245,40340.0
250,1557,1308,17,14,5,22,1.0,0.09000000000000004,0.002232816721501453,30429.0
250,1493,1244,21,14,5,22,2.0,0.16326530612244902,0.0030113052491325164,23987.0
250,1531,1282,20,13,5,22,2.0,0.04081632653061221,0.0022023194040516492,65411.0
250,1578,1329,21,15,5,21,2.0,0.06944444444444443,0.0006926832004202493,26472.0
260,1315,1056,16,14,5,21,1.0,0.11111111111111122,0.02451864986606423,5767.0
260,1355,1096,20,14,5,21,2.0,0.09876543209876552,0.0016528367862081715,3304.0
260,1371,1112,20,14,5,21,2.0,0.15625,0.0026218751239438912,42198.0
260,1430,1171,20,14,5,22,2.0,0.10000000000000005,0.003686765125963828,40467.0
260,1364,1105,19,14,5,20,2.0,0.08000000000000004,0.0015793582704211333,4246.0
260,1376,1117,19,14,5,20,2.0,0.3055555555555556,0.0063564795643717845,7241.0
260,1352,1093,20,14,5,21,3.0,0.2448979591836734,0.0026644828299980387,21557.0
260,1408,1149,20,14,6,21,2.0,0.15625,0.002405068617437522,13037.0
260,1346,1087,20,14,6,21,2.0,0.171875,0.0039356786064194795,22292.0
260,1367,1108,20,14,6,21,2.0,0.08000000000000004,0.0022794413270878916,9911.0
270,732,463,17,13,6,19,2.0,0.27777777777777785,0.010064649814055153,8449.0
270,696,427,17,13,6,18,4.0,0.3999999999999998,0.016842901936683058,2475.0
270,722,453,15,13,6,18,3.0,1.5555555555555562,0.01739459860857255,2829.0
270,715,446,18,14,6,18,2.0,2.75,0.15715591054231257,1214.0
270,720,451,18,13,6,19,2.0,0.625,0.015443803056922079,24122.0
270,702,433,18,13,6,18,2.0,0.36111111111111116,0.013232917004609716,947.0
270,707,438,16,13,6,18,2.0,1.3333333333333337,0.021526515623221075,6697.0
270,708,439,18,13,6,19,3.0,0.28,0.026096576446625122,4093.0
270,732,463,18,13,5,20,2.0,0.43999999999999984,0.019208875394169555,13893.0
270,724,455,15,14,5,18,2.0,1.6666666666666676,0.032686696606042065,5334.0
280,3732,3453,22,14,5,23,2.0,0.022500000000000044,0.00026553158969457665,49115.0
280,3793,3514,22,14,4,24,2.0,0.008928571428571435,0.00021212626401258326,179156.0
280,3797,3518,22,15,5,24,2.0,0.01662049861495848,0.00035319465042816937,158132.0
280,3929,3650,23,14,5,27,2.0,0.022500000000000044,0.00012329176501707693,761830.0
280,3858,3579,24,15,5,24,2.0,0.013232514177693744,0.0003055210742900327,25885.0
280,3758,3479,23,15,5,23,2.0,0.011342155009451781,0.00022796087948247765,107850.0
280,3800,3521,23,14,5,24,2.0,0.01662049861495847,0.00029710960229238897,179242.0
280,3796,3517,23,14,5,25,2.0,0.013888888888888885,0.0001952008808403879,29585.0
280,3840,3561,23,15,5,24,2.0,0.015873015873015907,0.0002743123383724701,56954.0
280,3759,3480,23,14,5,23,2.0,0.007777777777777797,0.00017624480018094016,22407.0
290,3405,3116,22,14,5,25,2.0,0.013232514177693744,0.000491359954426167,71006.0
290,3543,3254,22,14,5,24,2.0,0.011200000000000019,0.00021262344433588617,109487.0
290,3390,3101,16,14,5,25,2.0,0.006377551020408173,0.00037081238507898355,65530.0
290,3438,3149,22,14,5,25,2.0,0.010416666666666668,0.0002185231453514483,245310.0
290,3423,3134,18,14,5,24,1.0,0.017013232514177672,0.003499928150405225,55168.0
290,3314,3025,24,15,5,26,2.0,0.008000000000000014,0.00026234641649320266,195131.0
290,3421,3132,23,14,5,25,2.0,0.018140589569161036,0.00039697799648532846,84777.0
290,3433,3144,20,15,5,25,2.0,0.025000000000000046,0.0004137614968250914,94265.0
290,3323,3034,22,14,5,24,2.0,0.013232514177693744,0.0002831783949470933,85471.0
290,3392,3103,21,14,5,24,2.0,0.025000000000000046,0.0003821094992028226,44839.0
300,3243,2944,22,14,5,23,2.0,0.018140589569161036,0.0003215672994769628,143000.0
