graph1.txt,10,18,9,6,5,3,8,3.0,0.44444444444444475,0.060120000113070546,66.0
graph10.txt,10,16,7,6,7,4,8,2.0,0.38888888888888895,0.07895945190283721,22.0
graph100.txt,100,2403,2304,15,11,3,22,1.0,0.0015495867768595011,0.000888757377014285,32077.0
graph11.txt,20,84,65,8,9,3,14,1.0,0.03703703703703707,0.026665574013083032,368.0
graph12.txt,20,88,69,9,9,4,13,1.0,0.06122448979591841,0.03732184666450945,351.0
graph13.txt,20,89,70,9,9,4,14,2.0,0.1999999999999999,0.012865970125309593,250.0
graph14.txt,20,97,78,10,9,3,15,2.0,0.046875,0.0033979730975151508,246.0
graph15.txt,20,96,77,10,8,3,14,1.0,0.046875,0.020130534679272272,294.0
graph16.txt,20,78,59,10,8,3,12,1.0,0.046875,0.030897713814225056,124.0
graph17.txt,20,85,66,8,9,4,13,1.0,0.02479338842975206,0.01812868989462777,135.0
graph18.txt,20,91,72,11,9,4,13,2.0,0.08333333333333337,0.00997436610691536,452.0
graph19.txt,20,97,78,12,10,3,14,2.0,0.046875,0.0038273167317673428,1255.0
graph2.txt,10,19,10,7,8,4,9,2.0,0.1875,0.042907231555880096,27.0
graph20.txt,20,96,77,12,8,3,17,2.0,0.0625,0.0042352560212451425,551.0
graph21.txt,30,105,76,10,9,3,13,2.0,0.11111111111111113,0.0112489228030897,299.0
graph22.txt,30,101,72,10,8,4,13,2.0,0.1111111111111111,0.01643891890726475,173.0
graph23.txt,30,106,77,10,8,4,12,3.0,0.0625,0.005709971001579105,247.0
graph24.txt,30,94,65,9,8,3,12,2.0,0.11999999999999994,0.02279188262215636,284.0
graph25.txt,30,106,77,11,10,4,15,3.0,0.555555555555556,0.015410923582393802,116.0
graph26.txt,30,110,81,10,9,3,13,2.0,0.08163265306122451,0.0061517787471050845,412.0
graph27.txt,30,100,71,10,8,4,13,2.0,0.11111111111111109,0.016204949626268554,427.0
graph28.txt,30,107,78,10,10,4,13,2.0,0.15999999999999992,0.018082198430724106,332.0
graph29.txt,30,103,74,10,8,4,12,3.0,0.08163265306122447,0.005617666488751161,223.0
graph3.txt,10,16,7,5,4,3,7,2.0,0.22222222222222227,0.1038213028686499,23.0
graph30.txt,30,115,86,13,9,4,13,2.0,0.04938271604938276,0.005771373042405079,284.0
graph31.txt,40,112,73,9,9,4,12,3.0,0.3125,0.018062985871074033,363.0
graph32.txt,40,116,77,10,8,4,13,3.0,0.1999999999999999,0.01977265301373441,825.0
graph33.txt,40,122,83,9,10,4,13,2.0,0.19999999999999996,0.01770768552409991,524.0
graph34.txt,40,117,78,11,9,4,14,4.0,0.5555555555555558,0.023440530554445616,592.0
